ticker,EV/EBITDA,EV/EBIT,EV/Sales,P/E,Net debt/EBITDA,FCF yield,Implied upside
RYAAY,6.083913288250098,9.478999432690667,1.5007922842324841,11.677354512487925,-0.5357412961272656,0.071011911454529,-0.40359503450213363
LHA.DE,3.223332462930018,6.51591365732955,0.40595901186029243,7.174577290987304,1.2845398034890716,-0.04559289978398839,0.09807152975199518
AF.PA,2.4476239152363393,5.372525488704929,0.44240689181991694,2.072796526305483,1.5690579953067383,0.19083462977786425,1.812293027320127
IAG.L,3.6011746728222,5.379098219727468,0.8621003770695003,6.777360808979449,0.7517293422211042,0.13889661626035515,-0.06631857378537664
